nohup: ignoring input
Epoch 85 Loss:0.365563
Epoch 86 Loss:0.371064
Epoch 87 Loss:0.367284
Epoch 88 Loss:0.293500
Epoch 89 Loss:0.293456
Epoch 90 Loss:0.365552
Epoch 91 Loss:0.367333
Epoch 92 Loss:0.364814
Epoch 93 Loss:0.360630
Epoch 94 Loss:0.362970
Epoch 95 Loss:0.289664
Epoch 96 Loss:0.289676
Epoch 97 Loss:0.365278
Epoch 98 Loss:0.360411
Epoch 99 Loss:0.287314
Epoch 100 Loss:0.360957
---------------------------Result of LandUse-21----------------------------
------------------------- MissRate = 0.10--------------------
K-meansClustering: ACC = 0.2905 NMI = 0.3351 ARI = 0.1311
Clustering: ACC = 0.2386 NMI = 0.2540 ARI = 0.1034 PUR = 0.2448
------------------------Training over------------------------
--------------------Missing rate = 0.3--------------------
Epoch 1 Loss:0.005122
Epoch 2 Loss:0.004540
Epoch 3 Loss:0.004450
Epoch 4 Loss:0.004393
Epoch 5 Loss:0.004391
Epoch 6 Loss:0.004343
Epoch 7 Loss:0.004372
Epoch 8 Loss:0.004328
Epoch 9 Loss:0.004299
Epoch 10 Loss:0.004308
Epoch 11 Loss:0.004312
Epoch 12 Loss:0.004326
Epoch 13 Loss:0.004293
Epoch 14 Loss:0.004278
Epoch 15 Loss:0.004243
Epoch 16 Loss:0.004272
Epoch 17 Loss:0.004241
Epoch 18 Loss:0.004271
Epoch 19 Loss:0.004233
Epoch 20 Loss:0.004207
Epoch 21 Loss:0.004261
Epoch 22 Loss:0.004237
Epoch 23 Loss:0.004240
Epoch 24 Loss:0.004184
Epoch 25 Loss:0.004209
Epoch 26 Loss:0.004194
Epoch 27 Loss:0.004178
Epoch 28 Loss:0.004160
Epoch 29 Loss:0.004159
Epoch 30 Loss:0.004155
Epoch 31 Loss:0.004214
Epoch 32 Loss:0.004187
Epoch 33 Loss:0.004131
Epoch 34 Loss:0.004158
Epoch 35 Loss:0.004154
Epoch 36 Loss:0.004148
Epoch 37 Loss:0.004121
Epoch 38 Loss:0.004115
Epoch 39 Loss:0.004120
Epoch 40 Loss:0.004132
Epoch 41 Loss:0.004110
Epoch 42 Loss:0.004089
Epoch 43 Loss:0.004108
Epoch 44 Loss:0.004137
Epoch 45 Loss:0.004093
Epoch 46 Loss:0.004037
Epoch 47 Loss:0.004060
Epoch 48 Loss:0.004053
Epoch 49 Loss:0.004069
Epoch 50 Loss:0.004065
Epoch 51 Loss:0.409150
Epoch 52 Loss:0.407704
Epoch 53 Loss:0.407519
Epoch 54 Loss:0.402286
Epoch 55 Loss:0.401789
Epoch 56 Loss:0.397676
Epoch 57 Loss:0.396350
Epoch 58 Loss:0.395357
Epoch 59 Loss:0.395674
Epoch 60 Loss:0.391124
Epoch 61 Loss:0.391455
Epoch 62 Loss:0.388243
Epoch 63 Loss:0.388804
Epoch 64 Loss:0.385558
Epoch 65 Loss:0.386140
Epoch 66 Loss:0.389619
Epoch 67 Loss:0.383424
Epoch 68 Loss:0.380602
Epoch 69 Loss:0.382469
Epoch 70 Loss:0.383056
Epoch 71 Loss:0.381561
Epoch 72 Loss:0.381662
Epoch 73 Loss:0.374229
Epoch 74 Loss:0.377352
Epoch 75 Loss:0.377281
Epoch 76 Loss:0.374135
Epoch 77 Loss:0.373783
Epoch 78 Loss:0.373220
Epoch 79 Loss:0.371165
Epoch 80 Loss:0.371214
Epoch 81 Loss:0.373506
Epoch 82 Loss:0.368626
Epoch 83 Loss:0.370685
Epoch 84 Loss:0.368271
Epoch 85 Loss:0.369358
Epoch 86 Loss:0.367661
Epoch 87 Loss:0.368593
Epoch 88 Loss:0.364815
Epoch 89 Loss:0.363667
Epoch 90 Loss:0.365338
Epoch 91 Loss:0.364299
Epoch 92 Loss:0.360728
Epoch 93 Loss:0.364092
Epoch 94 Loss:0.358580
Epoch 95 Loss:0.361353
Epoch 96 Loss:0.357316
Epoch 97 Loss:0.359354
Epoch 98 Loss:0.358935
Epoch 99 Loss:0.354245
Epoch 100 Loss:0.357177
---------------------------Result of LandUse-21----------------------------
------------------------- MissRate = 0.30--------------------
K-meansClustering: ACC = 0.2895 NMI = 0.3442 ARI = 0.1353
Clustering: ACC = 0.2314 NMI = 0.2472 ARI = 0.0994 PUR = 0.2448
------------------------Training over------------------------
--------------------Missing rate = 0.5--------------------
Epoch 1 Loss:0.005110
Epoch 2 Loss:0.004513
Epoch 3 Loss:0.004466
Epoch 4 Loss:0.004400
Epoch 5 Loss:0.004396
Epoch 6 Loss:0.004353
Epoch 7 Loss:0.004356
Epoch 8 Loss:0.004320
Epoch 9 Loss:0.004295
Epoch 10 Loss:0.004297
Epoch 11 Loss:0.004296
Epoch 12 Loss:0.004307
Epoch 13 Loss:0.004297
Epoch 14 Loss:0.004268
Epoch 15 Loss:0.004257
Epoch 16 Loss:0.004263
Epoch 17 Loss:0.004253
Epoch 18 Loss:0.004263
Epoch 19 Loss:0.004203
Epoch 20 Loss:0.004197
Epoch 21 Loss:0.004238
Epoch 22 Loss:0.004248
Epoch 23 Loss:0.004243
Epoch 24 Loss:0.004172
Epoch 25 Loss:0.004189
Epoch 26 Loss:0.004198
Epoch 27 Loss:0.004170
Epoch 28 Loss:0.004158
Epoch 29 Loss:0.004148
Epoch 30 Loss:0.004151
Epoch 31 Loss:0.004169
Epoch 32 Loss:0.004173
Epoch 33 Loss:0.004137
Epoch 34 Loss:0.004139
Epoch 35 Loss:0.004140
Epoch 36 Loss:0.004159
Epoch 37 Loss:0.004107
Epoch 38 Loss:0.004123
Epoch 39 Loss:0.004126
Epoch 40 Loss:0.004141
Epoch 41 Loss:0.004087
Epoch 42 Loss:0.004095
Epoch 43 Loss:0.004095
Epoch 44 Loss:0.004125
Epoch 45 Loss:0.004115
Epoch 46 Loss:0.004044
Epoch 47 Loss:0.004071
Epoch 48 Loss:0.004044
Epoch 49 Loss:0.004076
Epoch 50 Loss:0.004050
Epoch 51 Loss:0.408857
Epoch 52 Loss:0.407497
Epoch 53 Loss:0.406506
Epoch 54 Loss:0.401455
Epoch 55 Loss:0.401865
Epoch 56 Loss:0.397762
Epoch 57 Loss:0.395723
Epoch 58 Loss:0.395738
Epoch 59 Loss:0.393310
Epoch 60 Loss:0.391110
Epoch 61 Loss:0.389631
Epoch 62 Loss:0.387876
Epoch 63 Loss:0.387400
Epoch 64 Loss:0.385187
Epoch 65 Loss:0.386691
Epoch 66 Loss:0.388364
Epoch 67 Loss:0.382774
Epoch 68 Loss:0.379426
Epoch 69 Loss:0.378971
Epoch 70 Loss:0.382064
Epoch 71 Loss:0.382760
Epoch 72 Loss:0.379737
Epoch 73 Loss:0.373958
Epoch 74 Loss:0.376468
Epoch 75 Loss:0.376477
Epoch 76 Loss:0.372450
Epoch 77 Loss:0.374047
Epoch 78 Loss:0.372472
Epoch 79 Loss:0.371687
Epoch 80 Loss:0.371552
Epoch 81 Loss:0.370802
Epoch 82 Loss:0.367735
Epoch 83 Loss:0.371200
Epoch 84 Loss:0.367292
Epoch 85 Loss:0.368974
Epoch 86 Loss:0.366974
Epoch 87 Loss:0.366715
Epoch 88 Loss:0.364682
Epoch 89 Loss:0.361867
Epoch 90 Loss:0.363722
Epoch 91 Loss:0.363618
Epoch 92 Loss:0.360805
Epoch 93 Loss:0.361262
Epoch 94 Loss:0.358763
Epoch 95 Loss:0.360046
Epoch 96 Loss:0.357570
Epoch 97 Loss:0.357040
Epoch 98 Loss:0.359568
Epoch 99 Loss:0.353073
Epoch 100 Loss:0.356707
---------------------------Result of LandUse-21----------------------------
------------------------- MissRate = 0.50--------------------
K-meansClustering: ACC = 0.2729 NMI = 0.3247 ARI = 0.1280
Clustering: ACC = 0.2357 NMI = 0.2519 ARI = 0.0997 PUR = 0.2490
------------------------Training over------------------------
--------------------Missing rate = 0.7--------------------
Epoch 1 Loss:0.005124
Epoch 2 Loss:0.004552
Epoch 3 Loss:0.004457
Epoch 4 Loss:0.004408
Epoch 5 Loss:0.004405
Epoch 6 Loss:0.004356
Epoch 7 Loss:0.004379
Epoch 8 Loss:0.004346
Epoch 9 Loss:0.004306
Epoch 10 Loss:0.004356
Epoch 11 Loss:0.004341
Epoch 12 Loss:0.004336
Epoch 13 Loss:0.004295
Epoch 14 Loss:0.004275
Epoch 15 Loss:0.004271
Epoch 16 Loss:0.004268
Epoch 17 Loss:0.004247
Epoch 18 Loss:0.004278
Epoch 19 Loss:0.004231
Epoch 20 Loss:0.004206
Epoch 21 Loss:0.004256
Epoch 22 Loss:0.004261
Epoch 23 Loss:0.004262
Epoch 24 Loss:0.004202
Epoch 25 Loss:0.004219
Epoch 26 Loss:0.004202
Epoch 27 Loss:0.004192
Epoch 28 Loss:0.004168
Epoch 29 Loss:0.004163
Epoch 30 Loss:0.004166
Epoch 31 Loss:0.004231
Epoch 32 Loss:0.004204
Epoch 33 Loss:0.004144
Epoch 34 Loss:0.004176
Epoch 35 Loss:0.004165
Epoch 36 Loss:0.004150
Epoch 37 Loss:0.004117
Epoch 38 Loss:0.004119
Epoch 39 Loss:0.004115
Epoch 40 Loss:0.004132
Epoch 41 Loss:0.004118
Epoch 42 Loss:0.004112
Epoch 43 Loss:0.004110
Epoch 44 Loss:0.004149
Epoch 45 Loss:0.004098
Epoch 46 Loss:0.004058
Epoch 47 Loss:0.004068
Epoch 48 Loss:0.004071
Epoch 49 Loss:0.004089
Epoch 50 Loss:0.004068
Epoch 51 Loss:0.409523
Epoch 52 Loss:0.410515
Epoch 53 Loss:0.407187
Epoch 54 Loss:0.405256
Epoch 55 Loss:0.402311
Epoch 56 Loss:0.399715
Epoch 57 Loss:0.397857
Epoch 58 Loss:0.396817
Epoch 59 Loss:0.396599
Epoch 60 Loss:0.391482
Epoch 61 Loss:0.392307
Epoch 62 Loss:0.389122
Epoch 63 Loss:0.388435
Epoch 64 Loss:0.386739
Epoch 65 Loss:0.388848
Epoch 66 Loss:0.390242
Epoch 67 Loss:0.384028
Epoch 68 Loss:0.380342
Epoch 69 Loss:0.382706
Epoch 70 Loss:0.384762
Epoch 71 Loss:0.381439
Epoch 72 Loss:0.381233
Epoch 73 Loss:0.375059
Epoch 74 Loss:0.378274
Epoch 75 Loss:0.378158
Epoch 76 Loss:0.374288
Epoch 77 Loss:0.373610
Epoch 78 Loss:0.373060
Epoch 79 Loss:0.373628
Epoch 80 Loss:0.372114
Epoch 81 Loss:0.375098
Epoch 82 Loss:0.368721
Epoch 83 Loss:0.371346
Epoch 84 Loss:0.369326
Epoch 85 Loss:0.370169
Epoch 86 Loss:0.368908
Epoch 87 Loss:0.368451
Epoch 88 Loss:0.366492
Epoch 89 Loss:0.364426
Epoch 90 Loss:0.365105
Epoch 91 Loss:0.363786
Epoch 92 Loss:0.361045
Epoch 93 Loss:0.365103
Epoch 94 Loss:0.361280
Epoch 95 Loss:0.361358
Epoch 96 Loss:0.358479
Epoch 97 Loss:0.359534
Epoch 98 Loss:0.359368
Epoch 99 Loss:0.356019
Epoch 100 Loss:0.356949
---------------------------Result of LandUse-21----------------------------
------------------------- MissRate = 0.70--------------------
K-meansClustering: ACC = 0.2762 NMI = 0.3111 ARI = 0.1193
Clustering: ACC = 0.2200 NMI = 0.2145 ARI = 0.0802 PUR = 0.2281
------------------------Training over------------------------
