nohup: ignoring input
Epoch 139 Loss:0.600214
Epoch 140 Loss:0.596295
Epoch 141 Loss:0.599439
Epoch 142 Loss:0.597238
Epoch 143 Loss:0.597647
Epoch 144 Loss:0.600593
Epoch 145 Loss:0.600951
Epoch 146 Loss:0.596374
Epoch 147 Loss:0.598072
Epoch 148 Loss:0.597572
Epoch 149 Loss:0.598745
Epoch 150 Loss:0.597282
Epoch 151 Loss:0.596201
Epoch 152 Loss:0.598295
Epoch 153 Loss:0.599227
Epoch 154 Loss:0.598308
Epoch 155 Loss:0.596223
Epoch 156 Loss:0.596183
Epoch 157 Loss:0.600354
Epoch 158 Loss:0.595271
Epoch 159 Loss:0.596317
Epoch 160 Loss:0.596241
Epoch 161 Loss:0.597958
Epoch 162 Loss:0.598535
Epoch 163 Loss:0.593494
Epoch 164 Loss:0.598107
Epoch 165 Loss:0.599117
Epoch 166 Loss:0.597338
Epoch 167 Loss:0.597824
Epoch 168 Loss:0.600834
Epoch 169 Loss:0.598510
Epoch 170 Loss:0.596944
Epoch 171 Loss:0.598637
Epoch 172 Loss:0.598492
Epoch 173 Loss:0.596370
Epoch 174 Loss:0.600041
Epoch 175 Loss:0.599786
Epoch 176 Loss:0.602084
Epoch 177 Loss:0.601107
Epoch 178 Loss:0.599316
Epoch 179 Loss:0.597265
Epoch 180 Loss:0.597873
Epoch 181 Loss:0.596849
Epoch 182 Loss:0.598217
Epoch 183 Loss:0.599741
Epoch 184 Loss:0.598093
Epoch 185 Loss:0.595851
Epoch 186 Loss:0.597194
Epoch 187 Loss:0.600447
Epoch 188 Loss:0.596560
Epoch 189 Loss:0.600438
Epoch 190 Loss:0.599412
Epoch 191 Loss:0.600359
Epoch 192 Loss:0.598671
Epoch 193 Loss:0.596230
Epoch 194 Loss:0.601282
Epoch 195 Loss:0.599151
Epoch 196 Loss:0.601120
Epoch 197 Loss:0.597185
Epoch 198 Loss:0.599341
Epoch 199 Loss:0.601922
Epoch 200 Loss:0.598447
---------------------------Result of BDGP----------------------------
------------------------- MissRate = 0.10--------------------
K-meansClustering: ACC = 0.9816 NMI = 0.9410 ARI = 0.9547
Clustering: ACC = 0.9820 NMI = 0.9413 ARI = 0.9557 PUR = 0.9820
------------------------Training over------------------------
